layer,topic_id,label,l3_final_l2,x,y,is_hardware
Policy,POLICY-REF-0206,Fair Use in Machine Learning,Digital rights and legal frameworks,-1.3974165,2.683332,False
Policy,POLICY-REF-0212,Freedom of Information,Digital rights and legal frameworks,-0.58520347,1.5995085,False
Policy,POLICY-REF-0211,Freedom of expression,Digital rights and legal frameworks,-0.23112787,1.8505024,False
Policy,POLICY-REF-0241,Human Agency and Oversight,Digital rights and legal frameworks,-0.30240795,2.535011,False
Policy,POLICY-REF-0243,Human autonomy,Digital rights and legal frameworks,-0.21736498,2.5006382,False
Policy,POLICY-REF-0271,Intellectual Property Rights in AI,Digital rights and legal frameworks,-1.2794007,2.5239584,False
Policy,POLICY-REF-0285,Law of the Horse,Digital rights and legal frameworks,-1.0404483,2.5515697,False
Policy,POLICY-REF-0290,Legal Personhood of AI,Digital rights and legal frameworks,-1.0674952,2.5826833,False
Policy,POLICY-REF-0292,Liability for AI harms,Digital rights and legal frameworks,-1.0332952,2.880839,False
Policy,POLICY-REF-0343,Prohibited AI Practices,Digital rights and legal frameworks,-0.282081,1.8706318,False
Policy,POLICY-REF-0375,Right to Privacy,Digital rights and legal frameworks,-1.0534961,0.87324935,False
Policy,POLICY-REF-0373,Right to be Forgotten,Digital rights and legal frameworks,-1.1603364,1.0151978,False
Policy,POLICY-REF-0384,Rule of Law in Cyberspace,Digital rights and legal frameworks,-0.8829792,1.9439886,False
Policy,POLICY-REF-0439,Technological sovereignty,Digital rights and legal frameworks,-0.83502394,1.795956,False
Policy,POLICY-REF-0270,intellectual property,Digital rights and legal frameworks,-1.3113406,2.612052,False
Policy,POLICY-REF-0093,Computational Propaganda,Disinformation and information integrity,0.88186705,1.7441485,False
Policy,POLICY-REF-0134,Deepfake Regulation,Disinformation and information integrity,0.9797505,1.3437009,False
Policy,POLICY-REF-0155,Disinformation and AI,Disinformation and information integrity,0.89394814,1.4539139,False
Policy,POLICY-REF-0167,Economic Disruption,Disinformation and information integrity,0.4280135,1.9856386,False
Policy,POLICY-REF-0224,Generative AI Guidelines,Disinformation and information integrity,0.5279553,1.4349294,False
Policy,POLICY-REF-0262,Information Asymmetry,Disinformation and information integrity,0.36473423,2.210664,False
Policy,POLICY-REF-0300,Misinformation Mitigation,Disinformation and information integrity,1.0531852,1.5430008,False
Policy,POLICY-REF-0307,Moral Hazard in Automation,Disinformation and information integrity,0.39851144,2.659561,False
Policy,POLICY-REF-0314,Natural Language Processing Harms,Disinformation and information integrity,4.89335,-0.078890525,False
Policy,POLICY-REF-0432,Systemic AI risk,Disinformation and information integrity,0.19744715,1.2351298,False
Policy,POLICY-REF-0462,Unintended Consequences,Disinformation and information integrity,0.56805444,2.3027225,False
Policy,POLICY-REF-0135,deepfakes,Disinformation and information integrity,1.1213504,1.3128566,False
Policy,POLICY-REF-0154,disinformation,Disinformation and information integrity,1.1034385,1.464579,False
Policy,POLICY-REF-0034,AI Safety Institute,Institutional AI governance,-1.6559587,1.8780109,False
Policy,POLICY-REF-0011,AI assurance,Institutional AI governance,-1.697688,1.9326397,False
Policy,POLICY-REF-0015,AI capability evaluation,Institutional AI governance,-1.7822894,1.8925837,False
Policy,POLICY-REF-0020,AI export controls,Institutional AI governance,-1.7626961,1.8008022,False
Policy,POLICY-REF-0022,AI governance,Institutional AI governance,-1.7124223,1.8163798,False
Policy,POLICY-REF-0024,AI impact assessment,Institutional AI governance,-1.9363825,1.8322096,False
Policy,POLICY-REF-0025,AI incident reporting,Institutional AI governance,-1.7213147,1.8617415,False
Policy,POLICY-REF-0027,AI lifecycle governance,Institutional AI governance,-1.8832649,1.7644324,False
Policy,POLICY-REF-0028,AI literacy,Institutional AI governance,-1.887609,1.9533334,False
Policy,POLICY-REF-0030,AI procurement standards,Institutional AI governance,-1.7931397,1.9352555,False
Policy,POLICY-REF-0037,AI system inventory,Institutional AI governance,-1.8914727,1.8875722,False
Policy,POLICY-REF-0008,Age-appropriate AI,Institutional AI governance,-1.8464882,1.9924492,False
Policy,POLICY-REF-0056,Auditable AI systems,Institutional AI governance,-1.3848485,2.3319361,False
Policy,POLICY-REF-0057,Automated content moderation,Institutional AI governance,-2.0733926,1.876484,False
Policy,POLICY-REF-0079,Child rights and AI,Institutional AI governance,-1.7711291,2.0481982,False
Policy,POLICY-REF-0084,Climate impacts of AI,Institutional AI governance,-1.8074602,2.019417,False
Policy,POLICY-REF-0102,Copyright and AI training data,Institutional AI governance,-1.6247364,2.164017,False
Policy,POLICY-REF-0168,Education and AI literacy,Institutional AI governance,-1.7981975,2.0570376,False
Policy,POLICY-REF-0171,Energy-efficient AI,Institutional AI governance,-1.8787903,2.0716252,False
Policy,POLICY-REF-0191,Evidence-based AI policy,Institutional AI governance,-1.8444482,1.946272,False
Policy,POLICY-REF-0213,Frontier AI governance,Institutional AI governance,-1.8137206,1.8125173,False
Policy,POLICY-REF-0222,General-purpose AI,Institutional AI governance,-1.7440215,1.994974,False
Policy,POLICY-REF-0223,Generative AI disclosure,Institutional AI governance,-1.7475468,1.9424622,False
Policy,POLICY-REF-0225,Global AI cooperation,Institutional AI governance,-1.7463578,1.9303192,False
Policy,POLICY-REF-0286,"Lawful, ethical and robust AI",Institutional AI governance,-0.45562887,2.9726417,False
Policy,POLICY-REF-0295,Machine learning governance,Institutional AI governance,-1.8824574,1.5411096,False
Policy,POLICY-REF-0377,Rights-preserving AI,Institutional AI governance,-1.63371,2.1063654,False
Policy,POLICY-REF-0468,Water consumption of AI,Institutional AI governance,-1.8375064,2.013228,False
Policy,POLICY-REF-0017,AI diplomacy,International AI governance coordination,-0.8400601,1.9855454,False
Policy,POLICY-REF-0023,AI governance framework,International AI governance coordination,-0.9089185,1.9295765,False
Policy,POLICY-REF-0029,AI national strategy,International AI governance coordination,-1.2981265,1.9331526,False
Policy,POLICY-REF-0036,AI sovereignty,International AI governance coordination,-0.7299258,1.9089884,False
Policy,POLICY-REF-0230,Global South Representation,International AI governance coordination,-0.06075322,2.8094504,False
Policy,POLICY-REF-0229,Global South participation,International AI governance coordination,-0.9812124,1.9134774,False
Policy,POLICY-REF-0272,International AI Treaties,International AI governance coordination,-0.7772622,1.902229,False
Policy,POLICY-REF-0275,Interoperability of Regulations,International AI governance coordination,-0.8791884,1.6039647,False
Policy,POLICY-REF-0311,Multi-stakeholder initiatives,International AI governance coordination,-1.0667698,1.8647817,False
Policy,POLICY-REF-0434,Tech Diplomacy,International AI governance coordination,-0.72271633,1.8532461,False
Policy,POLICY-REF-0226,global AI governance,International AI governance coordination,-0.8923521,1.8847065,False
Policy,POLICY-REF-0227,global digital compact,International AI governance coordination,-1.0371245,1.8700441,False
Policy,POLICY-REF-0228,global regulatory divergence,International AI governance coordination,-0.5703799,1.6985185,False
Policy,POLICY-REF-0273,international cooperation,International AI governance coordination,-0.8482644,1.9403477,False
Policy,POLICY-REF-0312,multilateral coordination,International AI governance coordination,-0.907337,1.6855198,False
Policy,POLICY-REF-0418,strategic autonomy,International AI governance coordination,-0.81705564,1.7080077,False
Policy,POLICY-REF-0001,access to justice,Liability and fundamental rights,-0.9282189,3.2299228,False
Policy,POLICY-REF-0163,due process,Liability and fundamental rights,-0.8475925,3.336669,False
Policy,POLICY-REF-0205,fair use,Liability and fundamental rights,-1.1825807,3.1268725,False
Policy,POLICY-REF-0216,fundamental rights,Liability and fundamental rights,-0.87540436,2.9846485,False
Policy,POLICY-REF-0288,legal liability,Liability and fundamental rights,-0.97677326,3.301557,False
Policy,POLICY-REF-0291,liability allocation,Liability and fundamental rights,-0.8183728,3.3641064,False
Policy,POLICY-REF-0317,non-derogable rights,Liability and fundamental rights,-0.9038978,3.2817137,False
Policy,POLICY-REF-0340,product liability,Liability and fundamental rights,-1.1416446,3.247969,False
Policy,POLICY-REF-0374,right to explanation,Liability and fundamental rights,-0.9946166,3.0700781,False
Policy,POLICY-REF-0376,right to remedy,Liability and fundamental rights,-1.0922253,3.2275224,False
Policy,POLICY-REF-0383,rule of law,Liability and fundamental rights,-0.89118385,3.407799,False
Policy,POLICY-REF-0419,strict liability,Liability and fundamental rights,-1.0303704,3.2931697,False
Policy,POLICY-REF-0451,tort liability,Liability and fundamental rights,-1.0952593,3.2252188,False
Policy,POLICY-REF-0051,anticipatory governance,Participatory and inclusive AI governance,-1.0272908,1.5198972,False
Policy,POLICY-REF-0074,capacity building,Participatory and inclusive AI governance,-1.0571545,1.8027668,False
Policy,POLICY-REF-0095,compute governance,Participatory and inclusive AI governance,-1.093143,1.609378,False
Policy,POLICY-REF-0147,digital public infrastructure,Participatory and inclusive AI governance,-0.105938315,2.1054032,False
Policy,POLICY-REF-0232,governance capacity,Participatory and inclusive AI governance,-1.1975368,1.6773201,False
Policy,POLICY-REF-0278,interoperable governance,Participatory and inclusive AI governance,-1.0709262,1.556906,False
Policy,POLICY-REF-0310,multi-stakeholder governance,Participatory and inclusive AI governance,-1.1891781,1.7100358,False
Policy,POLICY-REF-0320,norm entrepreneurship,Participatory and inclusive AI governance,-0.23645437,1.9061253,False
Policy,POLICY-REF-0326,participatory governance,Participatory and inclusive AI governance,-1.0473607,1.7537633,False
Policy,POLICY-REF-0328,platform power,Participatory and inclusive AI governance,0.12781233,1.6694103,False
Policy,POLICY-REF-0330,polycentric governance,Participatory and inclusive AI governance,-1.104205,1.5912892,False
Policy,POLICY-REF-0346,public engagement,Participatory and inclusive AI governance,-0.38747028,2.1440957,False
Policy,POLICY-REF-0352,public trust,Participatory and inclusive AI governance,-0.22158065,2.580343,False
Policy,POLICY-REF-0348,public-private partnership,Participatory and inclusive AI governance,-0.3328754,2.0198328,False
Policy,POLICY-REF-0012,AI audit,Responsible AI and compliance,-0.6657908,2.5036678,False
Policy,POLICY-REF-0016,AI compliance management,Responsible AI and compliance,-0.6212556,2.0483825,False
Policy,POLICY-REF-0019,AI ethics principles,Responsible AI and compliance,-0.29197496,3.2735374,False
Policy,POLICY-REF-0031,AI regulatory sandbox,Responsible AI and compliance,-0.33907843,1.6361425,False
Policy,POLICY-REF-0032,AI risk assessment,Responsible AI and compliance,0.1142495,1.3717679,False
Policy,POLICY-REF-0003,Accountability mechanisms,Responsible AI and compliance,-0.69629186,2.9814599,False
Policy,POLICY-REF-0048,Alignment Problem,Responsible AI and compliance,0.7591933,3.5692606,False
Policy,POLICY-REF-0077,Centaur Systems,Responsible AI and compliance,0.72950673,2.8707778,False
Policy,POLICY-REF-0087,Cognitive Automation,Responsible AI and compliance,1.6694399,2.2511017,False
Policy,POLICY-REF-0098,Consumer Protection in AI,Responsible AI and compliance,-0.24029817,1.8150151,False
Policy,POLICY-REF-0104,Corporate Social Responsibility in AI,Responsible AI and compliance,-0.32428253,3.077509,False
Policy,POLICY-REF-0133,Decentralised AI,Responsible AI and compliance,4.1192436,4.0511527,False
Policy,POLICY-REF-0139,Democratic Oversight of AI,Responsible AI and compliance,-0.46051088,2.221382,False
Policy,POLICY-REF-0140,Design Ethics,Responsible AI and compliance,-0.014200238,3.486644,False
Policy,POLICY-REF-0183,Ethical AI,Responsible AI and compliance,-0.058818564,3.3701994,False
Policy,POLICY-REF-0184,Ethical Design,Responsible AI and compliance,0.13471924,3.3041198,False
Policy,POLICY-REF-0247,Human dignity,Responsible AI and compliance,0.31827918,3.3136091,False
Policy,POLICY-REF-0242,Human-AI Symbiosis,Responsible AI and compliance,0.6993354,2.8507893,False
Policy,POLICY-REF-0245,Human-centred AI,Responsible AI and compliance,0.39937735,3.038476,False
Policy,POLICY-REF-0259,Inclusive AI,Responsible AI and compliance,-0.016149167,2.9129162,False
Policy,POLICY-REF-0260,Inclusive innovation,Responsible AI and compliance,-0.06342772,2.8415344,False
Policy,POLICY-REF-0266,Institutional Adaptive Capacity,Responsible AI and compliance,-0.443319,1.8246281,False
Policy,POLICY-REF-0268,Institutional Trust,Responsible AI and compliance,-0.19601563,2.7174678,False
Policy,POLICY-REF-0299,Military AI Ethics,Responsible AI and compliance,-0.2552105,3.35412,False
Policy,POLICY-REF-0324,Open-source AI governance,Responsible AI and compliance,-0.70658624,1.9046991,False
Policy,POLICY-REF-0325,Participatory design,Responsible AI and compliance,0.18930289,3.1951447,False
Policy,POLICY-REF-0341,Product Liability Directive,Responsible AI and compliance,-1.1359874,2.9411528,False
Policy,POLICY-REF-0347,Public Good and AI,Responsible AI and compliance,0.06834785,2.5193617,False
Policy,POLICY-REF-0350,Public sector AI procurement,Responsible AI and compliance,-0.6892141,2.421627,False
Policy,POLICY-REF-0354,Quality of Life Indices,Responsible AI and compliance,0.31721625,2.522259,False
Policy,POLICY-REF-0358,Regulatory Arbitrage,Responsible AI and compliance,-0.5565432,1.7202357,False
Policy,POLICY-REF-0394,Sectoral Regulation,Responsible AI and compliance,-0.5559623,1.4778826,False
Policy,POLICY-REF-0409,Socio-Technical Systems,Responsible AI and compliance,0.7610209,2.6568289,False
Policy,POLICY-REF-0411,Sovereign AI,Responsible AI and compliance,-0.6794699,2.0121498,False
Policy,POLICY-REF-0413,Standardisation and certification,Responsible AI and compliance,-0.6424365,1.8060738,False
Policy,POLICY-REF-0442,Technology Readiness Levels,Responsible AI and compliance,0.15882926,2.4178104,False
Policy,POLICY-REF-0440,Technology assessment,Responsible AI and compliance,0.012580917,2.0051436,False
Policy,POLICY-REF-0463,Universal Basic Income,Responsible AI and compliance,0.20499378,2.5659816,False
Policy,POLICY-REF-0465,Value pluralism,Responsible AI and compliance,0.3028282,3.5403678,False
Policy,POLICY-REF-0471,Wellbeing and AI,Responsible AI and compliance,0.22873944,2.6821227,False
Policy,POLICY-REF-0089,Command-and-Control Regulation,Risk-based AI regulation and oversight,-0.6051847,1.2945561,False
Policy,POLICY-REF-0235,Hard Law vs. Soft Law,Risk-based AI regulation and oversight,-0.89320916,1.2696973,False
Policy,POLICY-REF-0005,adaptive regulation,Risk-based AI regulation and oversight,-0.41492787,1.1158478,False
Policy,POLICY-REF-0052,antitrust enforcement,Risk-based AI regulation and oversight,-0.41713682,1.2181513,False
